year,month,region,sales_rep,brand,channel,units_sold,revenue_usd,target_usd,achieved_pct
2024,5,West,James Okafor,PureLeaf,Wholesale,1882,18067.2,15961.42,113.2
2024,5,West,James Okafor,PureLeaf,E-Commerce,1664,22364.16,24179.02,92.5
2024,5,West,James Okafor,FrostDrink,Retail,1620,34392.6,32251.1,106.6
2024,5,West,James Okafor,FrostDrink,Wholesale,378,3666.6,3120.81,117.5
2024,5,West,James Okafor,FrostDrink,E-Commerce,1942,10370.28,11130.94,93.2
2024,5,West,James Okafor,ZenWater,Retail,473,11077.66,9680.0,114.4
2024,5,West,James Okafor,ZenWater,Wholesale,915,11181.3,13302.75,84.1
2024,5,West,James Okafor,ZenWater,E-Commerce,1794,38355.72,37123.69,103.3
2024,5,West,James Okafor,BoostFuel,Retail,495,10746.45,11505.15,93.4
2024,5,West,James Okafor,BoostFuel,Wholesale,1062,10460.7,12355.43,84.7
2024,5,West,James Okafor,BoostFuel,E-Commerce,314,6261.16,5615.6,111.5
2024,5,West,Meera Patel,NovaBev,Retail,1624,30985.92,31016.42,99.9
2024,5,West,Meera Patel,NovaBev,Wholesale,253,4786.76,4881.94,98.1
2024,5,West,Meera Patel,NovaBev,E-Commerce,310,5899.3,6578.3,89.7
2024,5,West,Meera Patel,PureLeaf,Retail,351,5103.54,5550.46,91.9
2024,5,West,Meera Patel,PureLeaf,Wholesale,523,2928.8,2917.37,100.4
2024,5,West,Meera Patel,PureLeaf,E-Commerce,361,3573.9,3055.65,117.0
2024,5,West,Meera Patel,FrostDrink,Retail,1902,40455.54,36809.97,109.9
2024,5,West,Meera Patel,FrostDrink,Wholesale,573,8251.2,7475.96,110.4
2024,5,West,Meera Patel,FrostDrink,E-Commerce,1280,24281.6,23548.37,103.1
2024,5,West,Meera Patel,ZenWater,Retail,1042,20266.9,20826.05,97.3
2024,5,West,Meera Patel,ZenWater,Wholesale,1520,28728.0,27714.12,103.7
2024,5,West,Meera Patel,ZenWater,E-Commerce,519,3217.8,3562.05,90.3
2024,5,West,Meera Patel,BoostFuel,Retail,1437,28768.74,30245.1,95.1
2024,5,West,Meera Patel,BoostFuel,Wholesale,222,2870.46,2926.29,98.1
2024,5,West,Meera Patel,BoostFuel,E-Commerce,1993,28081.37,31860.08,88.1
2024,6,North,Alice Sharma,NovaBev,Retail,728,17020.64,17884.42,95.2
2024,6,North,Alice Sharma,NovaBev,Wholesale,1652,15776.6,19288.16,81.8
2024,6,North,Alice Sharma,NovaBev,E-Commerce,756,18491.76,19575.38,94.5
2024,6,North,Alice Sharma,PureLeaf,Retail,456,9056.16,9148.18,99.0
2024,6,North,Alice Sharma,PureLeaf,Wholesale,314,2945.32,2719.94,108.3
2024,6,North,Alice Sharma,PureLeaf,E-Commerce,1727,42346.04,46243.29,91.6
2024,6,North,Alice Sharma,FrostDrink,Retail,358,7636.14,7921.54,96.4
2024,6,North,Alice Sharma,FrostDrink,Wholesale,841,15180.05,15362.82,98.8
2024,6,North,Alice Sharma,FrostDrink,E-Commerce,979,8125.7,9517.92,85.4
2024,6,North,Alice Sharma,ZenWater,Retail,1524,20543.52,19680.03,104.4
2024,6,North,Alice Sharma,ZenWater,Wholesale,413,2709.28,2956.57,91.6
2024,6,North,Alice Sharma,ZenWater,E-Commerce,1933,22635.43,21408.86,105.7
2024,6,North,Alice Sharma,BoostFuel,Retail,533,8437.39,7392.23,114.1
2024,6,North,Alice Sharma,BoostFuel,Wholesale,1422,7422.84,9010.4,82.4
2024,6,North,Alice Sharma,BoostFuel,E-Commerce,584,9361.52,10347.81,90.5
2024,6,North,Raj Mehta,NovaBev,Retail,266,2609.46,2306.8,113.1
2024,6,North,Raj Mehta,NovaBev,Wholesale,1367,22282.1,23964.3,93.0
2024,6,North,Raj Mehta,NovaBev,E-Commerce,1818,26688.24,23197.94,115.0
2024,6,North,Raj Mehta,PureLeaf,Retail,390,9309.3,7944.48,117.2
2024,6,North,Raj Mehta,PureLeaf,Wholesale,930,18627.9,22977.43,81.1
2024,6,North,Raj Mehta,PureLeaf,E-Commerce,1224,10893.6,12535.67,86.9
2024,6,North,Raj Mehta,FrostDrink,Retail,1686,20434.32,18427.81,110.9
2024,6,North,Raj Mehta,FrostDrink,Wholesale,1581,10987.95,11129.86,98.7
2024,6,North,Raj Mehta,FrostDrink,E-Commerce,1718,25890.26,27207.32,95.2
2024,6,North,Raj Mehta,ZenWater,Retail,1787,14296.0,15509.3,92.2
2024,6,North,Raj Mehta,ZenWater,Wholesale,982,14278.28,17098.6,83.5
2024,6,North,Raj Mehta,ZenWater,E-Commerce,276,2980.8,2714.36,109.8
2024,6,North,Raj Mehta,BoostFuel,Retail,1148,7553.84,8312.1,90.9
2024,6,North,Raj Mehta,BoostFuel,Wholesale,1671,16091.73,15066.03,106.8
2024,6,North,Raj Mehta,BoostFuel,E-Commerce,1595,28837.6,33380.4,86.4
2024,6,South,Carlos Rivera,NovaBev,Retail,529,13156.23,13822.57,95.2
2024,6,South,Carlos Rivera,NovaBev,Wholesale,1692,29051.64,30774.83,94.4
2024,6,South,Carlos Rivera,NovaBev,E-Commerce,1774,20986.42,24431.15,85.9
2024,6,South,Carlos Rivera,PureLeaf,Retail,894,9673.08,10634.47,91.0
2024,6,South,Carlos Rivera,PureLeaf,Wholesale,1082,6275.6,7123.46,88.1
2024,6,South,Carlos Rivera,PureLeaf,E-Commerce,1598,20374.5,19020.17,107.1
2024,6,South,Carlos Rivera,FrostDrink,Retail,1450,24853.0,30648.88,81.1
2024,6,South,Carlos Rivera,FrostDrink,Wholesale,1361,23899.16,25070.44,95.3
2024,6,South,Carlos Rivera,FrostDrink,E-Commerce,1848,9794.4,11327.49,86.5
2024,6,South,Carlos Rivera,ZenWater,Retail,833,13278.02,16432.6,80.8
2024,6,South,Carlos Rivera,ZenWater,Wholesale,1800,41220.0,43263.07,95.3
2024,6,South,Carlos Rivera,ZenWater,E-Commerce,1131,12746.37,15596.74,81.7
2024,6,South,Carlos Rivera,BoostFuel,Retail,530,3370.8,3642.5,92.5
2024,6,South,Carlos Rivera,BoostFuel,Wholesale,923,6257.94,5767.78,108.5
2024,6,South,Carlos Rivera,BoostFuel,E-Commerce,1780,25293.8,31477.05,80.4
2024,6,South,Priya Nair,NovaBev,Retail,724,14668.24,15061.62,97.4
2024,6,South,Priya Nair,NovaBev,Wholesale,487,11590.6,14356.95,80.7
2024,6,South,Priya Nair,NovaBev,E-Commerce,1199,6942.21,8286.23,83.8
2024,6,South,Priya Nair,PureLeaf,Retail,1021,13456.78,14773.84,91.1
2024,6,South,Priya Nair,PureLeaf,Wholesale,1593,12074.94,12035.01,100.3
2024,6,South,Priya Nair,PureLeaf,E-Commerce,1930,33755.7,32927.27,102.5
2024,6,South,Priya Nair,FrostDrink,Retail,370,6896.8,7258.03,95.0
2024,6,South,Priya Nair,FrostDrink,Wholesale,738,16641.9,20744.12,80.2
2024,6,South,Priya Nair,FrostDrink,E-Commerce,287,4996.67,5534.05,90.3
2024,6,South,Priya Nair,ZenWater,Retail,1717,35730.77,40372.13,88.5
2024,6,South,Priya Nair,ZenWater,Wholesale,1348,6955.68,8285.77,83.9
2024,6,South,Priya Nair,ZenWater,E-Commerce,795,9953.4,10730.3,92.8
2024,6,South,Priya Nair,BoostFuel,Retail,1948,12584.08,12650.64,99.5
2024,6,South,Priya Nair,BoostFuel,Wholesale,1146,21063.48,20843.9,101.1
2024,6,South,Priya Nair,BoostFuel,E-Commerce,1159,20688.15,25033.71,82.6
2024,6,East,Tom Zhang,NovaBev,Retail,1152,8271.36,7627.1,108.4
2024,6,East,Tom Zhang,NovaBev,Wholesale,421,9830.35,11983.16,82.0
2024,6,East,Tom Zhang,NovaBev,E-Commerce,1773,24219.18,24476.1,99.0
2024,6,East,Tom Zhang,PureLeaf,Retail,332,3768.2,4704.88,80.1
2024,6,East,Tom Zhang,PureLeaf,Wholesale,1195,11053.75,12673.28,87.2
2024,6,East,Tom Zhang,PureLeaf,E-Commerce,434,4587.38,3969.52,115.6
2024,6,East,Tom Zhang,FrostDrink,Retail,518,12416.46,11276.7,110.1
2024,6,East,Tom Zhang,FrostDrink,Wholesale,637,7261.8,6263.52,115.9
2024,6,East,Tom Zhang,FrostDrink,E-Commerce,1431,29306.88,25642.35,114.3
2024,6,East,Tom Zhang,ZenWater,Retail,1855,22686.65,23186.75,97.8
2024,6,East,Tom Zhang,ZenWater,Wholesale,1169,10836.63,10127.88,107.0
2024,6,East,Tom Zhang,ZenWater,E-Commerce,246,5916.3,6646.78,89.0
2024,6,East,Tom Zhang,BoostFuel,Retail,752,7550.08,6949.41,108.6
2024,6,East,Tom Zhang,BoostFuel,Wholesale,490,3131.1,3168.76,98.8
2024,6,East,Tom Zhang,BoostFuel,E-Commerce,810,18208.8,18765.41,97.0
2024,6,East,Sarah Kim,NovaBev,Retail,1059,16414.5,18349.08,89.5
2024,6,East,Sarah Kim,NovaBev,Wholesale,731,6345.08,5529.72,114.7
2024,6,East,Sarah Kim,NovaBev,E-Commerce,1077,12751.68,14680.63,86.9
2024,6,East,Sarah Kim,PureLeaf,Retail,536,4807.92,5898.24,81.5
2024,6,East,Sarah Kim,PureLeaf,Wholesale,1186,17208.86,19369.13,88.8
2024,6,East,Sarah Kim,PureLeaf,E-Commerce,529,12859.99,13177.81,97.6
2024,6,East,Sarah Kim,FrostDrink,Retail,1619,26567.79,31328.9,84.8
2024,6,East,Sarah Kim,FrostDrink,Wholesale,1348,27849.68,30324.16,91.8
2024,6,East,Sarah Kim,FrostDrink,E-Commerce,359,6982.55,7550.9,92.5
2024,6,East,Sarah Kim,ZenWater,Retail,496,5689.12,7080.38,80.4
2024,6,East,Sarah Kim,ZenWater,Wholesale,1703,33821.58,38715.15,87.4
2024,6,East,Sarah Kim,ZenWater,E-Commerce,848,4477.44,5411.44,82.7
2024,6,East,Sarah Kim,BoostFuel,Retail,502,7524.98,7348.62,102.4
2024,6,East,Sarah Kim,BoostFuel,Wholesale,1822,44456.8,45014.94,98.8
2024,6,East,Sarah Kim,BoostFuel,E-Commerce,1266,24623.7,30663.78,80.3
2024,6,West,James Okafor,NovaBev,Retail,1904,42173.6,46547.73,90.6
2024,6,West,James Okafor,NovaBev,Wholesale,1508,36780.12,32696.73,112.5
2024,6,West,James Okafor,NovaBev,E-Commerce,647,12881.77,11916.45,108.1
2024,6,West,James Okafor,PureLeaf,Retail,1626,25885.92,23722.9,109.1
2024,6,West,James Okafor,PureLeaf,Wholesale,973,9068.36,8468.99,107.1
2024,6,West,James Okafor,PureLeaf,E-Commerce,591,14438.13,15603.79,92.5
2024,6,West,James Okafor,FrostDrink,Retail,229,2841.89,2829.15,100.5
2024,6,West,James Okafor,FrostDrink,Wholesale,818,18756.74,19710.22,95.2
2024,6,West,James Okafor,FrostDrink,E-Commerce,1977,14807.73,15542.97,95.3
2024,6,West,James Okafor,ZenWater,Retail,1133,15046.24,14906.18,100.9
2024,6,West,James Okafor,ZenWater,Wholesale,1896,30051.6,31832.7,94.4
2024,6,West,James Okafor,ZenWater,E-Commerce,1766,20697.52,25262.14,81.9
2024,6,West,James Okafor,BoostFuel,Retail,1139,15456.23,14231.45,108.6
2024,6,West,James Okafor,BoostFuel,Wholesale,1418,11698.5,11983.36,97.6
2024,6,West,James Okafor,BoostFuel,E-Commerce,783,17147.7,19298.37,88.9
2024,6,West,Meera Patel,NovaBev,Retail,1095,19359.6,21892.55,88.4
2024,6,West,Meera Patel,NovaBev,Wholesale,1955,13645.9,12077.28,113.0
2024,6,West,Meera Patel,NovaBev,E-Commerce,1914,13551.12,15039.71,90.1
2024,6,West,Meera Patel,PureLeaf,Retail,1462,34576.3,30823.74,112.2
2024,6,West,Meera Patel,PureLeaf,Wholesale,1735,34752.05,42428.48,81.9
2024,6,West,Meera Patel,PureLeaf,E-Commerce,404,7138.68,7505.21,95.1
2024,6,West,Meera Patel,FrostDrink,Retail,1850,10452.5,10096.72,103.5
2024,6,West,Meera Patel,FrostDrink,Wholesale,1061,9803.64,11379.6,86.2
2024,6,West,Meera Patel,FrostDrink,E-Commerce,1329,16771.98,15568.16,107.7
2024,6,West,Meera Patel,ZenWater,Retail,1161,27875.61,27603.7,101.0
2024,6,West,Meera Patel,ZenWater,Wholesale,1825,42486.0,43130.68,98.5
2024,6,West,Meera Patel,ZenWater,E-Commerce,1880,33652.0,39166.02,85.9
2024,6,West,Meera Patel,BoostFuel,Retail,1010,5201.5,5200.76,100.0
2024,6,West,Meera Patel,BoostFuel,Wholesale,658,9968.7,9540.48,104.5
2024,6,West,Meera Patel,BoostFuel,E-Commerce,1548,15928.92,18882.04,84.4
2024,7,North,Alice Sharma,NovaBev,Retail,1828,42391.32,47449.47,89.3
2024,7,North,Alice Sharma,NovaBev,Wholesale,208,4784.0,4859.7,98.4
2024,7,North,Alice Sharma,NovaBev,E-Commerce,231,1275.12,1487.05,85.7
2024,7,North,Alice Sharma,PureLeaf,Retail,1921,40974.93,48269.03,84.9
2024,7,North,Alice Sharma,PureLeaf,Wholesale,1428,16207.8,14881.42,108.9
2024,7,North,Alice Sharma,PureLeaf,E-Commerce,1371,34083.06,32267.54,105.6
2024,7,North,Alice Sharma,FrostDrink,Retail,1001,8858.85,9813.6,90.3
2024,7,North,Alice Sharma,FrostDrink,Wholesale,1896,11432.88,13979.85,81.8
2024,7,North,Alice Sharma,FrostDrink,E-Commerce,1078,8171.24,9025.21,90.5
2024,7,North,Alice Sharma,ZenWater,Retail,1691,14322.77,17354.45,82.5
2024,7,North,Alice Sharma,ZenWater,Wholesale,1259,10286.03,9693.43,106.1
2024,7,North,Alice Sharma,ZenWater,E-Commerce,1654,34767.08,36564.64,95.1
2024,7,North,Alice Sharma,BoostFuel,Retail,1493,24694.22,24862.26,99.3
2024,7,North,Alice Sharma,BoostFuel,Wholesale,1760,30888.0,29470.0,104.8
2024,7,North,Alice Sharma,BoostFuel,E-Commerce,1332,10895.76,10666.53,102.1
2024,7,North,Raj Mehta,NovaBev,Retail,390,2679.3,2746.2,97.6
2024,7,North,Raj Mehta,NovaBev,Wholesale,1487,30334.8,27641.66,109.7
2024,7,North,Raj Mehta,NovaBev,E-Commerce,1465,28054.75,34177.36,82.1
2024,7,North,Raj Mehta,PureLeaf,Retail,361,5934.84,5104.65,116.3
2024,7,North,Raj Mehta,PureLeaf,Wholesale,1703,12959.83,13367.84,96.9
2024,7,North,Raj Mehta,PureLeaf,E-Commerce,1493,30681.15,28368.47,108.2
2024,7,North,Raj Mehta,FrostDrink,Retail,1536,35266.56,34165.15,103.2
2024,7,North,Raj Mehta,FrostDrink,Wholesale,1296,28265.76,32237.81,87.7
2024,7,North,Raj Mehta,FrostDrink,E-Commerce,1852,38373.44,44442.45,86.3
2024,7,North,Raj Mehta,ZenWater,Retail,1550,9346.5,8254.69,113.2
2024,7,North,Raj Mehta,ZenWater,Wholesale,494,8669.7,9583.09,90.5
2024,7,North,Raj Mehta,ZenWater,E-Commerce,1386,30963.24,27692.67,111.8
2024,7,North,Raj Mehta,BoostFuel,Retail,1420,10579.0,9592.34,110.3
2024,7,North,Raj Mehta,BoostFuel,Wholesale,736,16847.04,14945.19,112.7
2024,7,North,Raj Mehta,BoostFuel,E-Commerce,1212,26530.68,32237.1,82.3
2024,7,South,Carlos Rivera,NovaBev,Retail,625,8012.5,8384.4,95.6
2024,7,South,Carlos Rivera,NovaBev,Wholesale,244,3237.88,3382.31,95.7
2024,7,South,Carlos Rivera,NovaBev,E-Commerce,1481,9670.93,10879.16,88.9
2024,7,South,Carlos Rivera,PureLeaf,Retail,968,22060.72,24342.26,90.6
2024,7,South,Carlos Rivera,PureLeaf,Wholesale,1123,23773.91,21917.7,108.5
2024,7,South,Carlos Rivera,PureLeaf,E-Commerce,220,5075.4,5653.32,89.8
2024,7,South,Carlos Rivera,FrostDrink,Retail,1492,25557.96,22045.79,115.9
2024,7,South,Carlos Rivera,FrostDrink,Wholesale,902,22432.74,23410.01,95.8
2024,7,South,Carlos Rivera,FrostDrink,E-Commerce,1457,24769.0,21103.33,117.4
2024,7,South,Carlos Rivera,ZenWater,Retail,1268,25144.44,30692.14,81.9
2024,7,South,Carlos Rivera,ZenWater,Wholesale,594,10169.28,10824.0,94.0
2024,7,South,Carlos Rivera,ZenWater,E-Commerce,1260,19189.8,17480.73,109.8
2024,7,South,Carlos Rivera,BoostFuel,Retail,1975,24292.5,29380.05,82.7
2024,7,South,Carlos Rivera,BoostFuel,Wholesale,260,3003.0,2816.53,106.6
2024,7,South,Carlos Rivera,BoostFuel,E-Commerce,1690,31822.7,28660.55,111.0
2024,7,South,Priya Nair,NovaBev,Retail,760,11118.8,13690.49,81.2
2024,7,South,Priya Nair,NovaBev,Wholesale,913,17493.08,19430.79,90.0
2024,7,South,Priya Nair,NovaBev,E-Commerce,1156,23004.4,24115.99,95.4
2024,7,South,Priya Nair,PureLeaf,Retail,1249,29888.57,36432.35,82.0
2024,7,South,Priya Nair,PureLeaf,Wholesale,712,6023.52,6775.39,88.9
2024,7,South,Priya Nair,PureLeaf,E-Commerce,1669,17724.78,17851.16,99.3
2024,7,South,Priya Nair,FrostDrink,Retail,1395,29099.7,31574.09,92.2
2024,7,South,Priya Nair,FrostDrink,Wholesale,539,11254.32,13859.75,81.2
2024,7,South,Priya Nair,FrostDrink,E-Commerce,1199,16390.33,16856.85,97.2
2024,7,South,Priya Nair,ZenWater,Retail,1421,28334.74,33331.77,85.0
2024,7,South,Priya Nair,ZenWater,Wholesale,1475,10546.25,10580.19,99.7
2024,7,South,Priya Nair,ZenWater,E-Commerce,609,9951.06,9946.92,100.0
2024,7,South,Priya Nair,BoostFuel,Retail,1495,31978.05,32929.76,97.1
2024,7,South,Priya Nair,BoostFuel,Wholesale,269,6499.04,6182.05,105.1
2024,7,South,Priya Nair,BoostFuel,E-Commerce,1039,11293.93,13334.46,84.7
2024,7,East,Tom Zhang,NovaBev,Retail,1521,36519.21,38790.68,94.1
2024,7,East,Tom Zhang,NovaBev,Wholesale,1015,5684.0,5240.43,108.5
2024,7,East,Tom Zhang,NovaBev,E-Commerce,860,11687.4,10803.43,108.2
2024,7,East,Tom Zhang,PureLeaf,Retail,702,4527.9,5038.56,89.9
2024,7,East,Tom Zhang,PureLeaf,Wholesale,961,7591.9,7408.03,102.5
2024,7,East,Tom Zhang,PureLeaf,E-Commerce,219,2490.03,2127.38,117.0
2024,7,East,Tom Zhang,FrostDrink,Retail,873,8101.44,8725.15,92.9
2024,7,East,Tom Zhang,FrostDrink,Wholesale,858,19708.26,21179.6,93.1
2024,7,East,Tom Zhang,FrostDrink,E-Commerce,989,10552.63,9865.34,107.0
2024,7,East,Tom Zhang,ZenWater,Retail,645,4553.7,4377.1,104.0
2024,7,East,Tom Zhang,ZenWater,Wholesale,1444,34554.92,40531.91,85.3
2024,7,East,Tom Zhang,ZenWater,E-Commerce,1574,10231.0,12349.49,82.8
2024,7,East,Tom Zhang,BoostFuel,Retail,1063,19814.32,20291.49,97.6
2024,7,East,Tom Zhang,BoostFuel,Wholesale,1865,21261.0,19748.26,107.7
2024,7,East,Tom Zhang,BoostFuel,E-Commerce,1843,27423.84,23823.55,115.1
2024,7,East,Sarah Kim,NovaBev,Retail,762,10226.04,9199.72,111.2
2024,7,East,Sarah Kim,NovaBev,Wholesale,550,9366.5,10176.41,92.0
2024,7,East,Sarah Kim,NovaBev,E-Commerce,684,11306.52,10899.65,103.7
2024,7,East,Sarah Kim,PureLeaf,Retail,1518,31377.06,33896.75,92.6
2024,7,East,Sarah Kim,PureLeaf,Wholesale,209,4855.07,4679.06,103.8
2024,7,East,Sarah Kim,PureLeaf,E-Commerce,1923,46805.82,40477.83,115.6
2024,7,East,Sarah Kim,FrostDrink,Retail,1292,30181.12,26126.23,115.5
2024,7,East,Sarah Kim,FrostDrink,Wholesale,1520,8101.6,8409.12,96.3
2024,7,East,Sarah Kim,FrostDrink,E-Commerce,1899,39973.95,45542.38,87.8
2024,7,East,Sarah Kim,ZenWater,Retail,762,8641.08,8540.24,101.2
2024,7,East,Sarah Kim,ZenWater,Wholesale,363,5855.19,5710.39,102.5
2024,7,East,Sarah Kim,ZenWater,E-Commerce,1454,8636.76,8372.28,103.2
2024,7,East,Sarah Kim,BoostFuel,Retail,1130,16803.1,18591.6,90.4
2024,7,East,Sarah Kim,BoostFuel,Wholesale,448,9793.28,11997.57,81.6
2024,7,East,Sarah Kim,BoostFuel,E-Commerce,410,2291.9,1991.97,115.1
2024,7,West,James Okafor,NovaBev,Retail,221,1717.17,2142.03,80.2
2024,7,West,James Okafor,NovaBev,Wholesale,1964,36825.0,37718.85,97.6
2024,7,West,James Okafor,NovaBev,E-Commerce,548,3704.48,4221.79,87.7
2024,7,West,James Okafor,PureLeaf,Retail,1863,23063.94,27933.94,82.6
2024,7,West,James Okafor,PureLeaf,Wholesale,210,4972.8,5953.47,83.5
2024,7,West,James Okafor,PureLeaf,E-Commerce,731,16571.77,14371.54,115.3
2024,7,West,James Okafor,FrostDrink,Retail,298,7134.12,6278.15,113.6
2024,7,West,James Okafor,FrostDrink,Wholesale,874,16396.24,19128.69,85.7
2024,7,West,James Okafor,FrostDrink,E-Commerce,977,10160.8,9328.99,108.9
2024,7,West,James Okafor,ZenWater,Retail,482,8034.94,7215.06,111.4
2024,7,West,James Okafor,ZenWater,Wholesale,853,18970.72,21839.36,86.9
2024,7,West,James Okafor,ZenWater,E-Commerce,1941,47205.12,47928.19,98.5
2024,7,West,James Okafor,BoostFuel,Retail,1115,20471.4,21673.18,94.5
2024,7,West,James Okafor,BoostFuel,Wholesale,692,11459.52,12771.72,89.7
2024,7,West,James Okafor,BoostFuel,E-Commerce,774,8854.56,10114.97,87.5
2024,7,West,Meera Patel,NovaBev,Retail,662,4528.08,5236.64,86.5
2024,7,West,Meera Patel,NovaBev,Wholesale,1656,11028.96,11838.55,93.2
2024,7,West,Meera Patel,NovaBev,E-Commerce,1987,19571.95,21702.43,90.2
2024,7,West,Meera Patel,PureLeaf,Retail,1952,17802.24,15687.45,113.5
2024,7,West,Meera Patel,PureLeaf,Wholesale,1212,7526.52,6437.07,116.9
2024,7,West,Meera Patel,PureLeaf,E-Commerce,642,9219.12,9256.22,99.6
2024,7,West,Meera Patel,FrostDrink,Retail,1198,8493.82,7928.68,107.1
2024,7,West,Meera Patel,FrostDrink,Wholesale,1409,28504.07,30088.07,94.7
2024,7,West,Meera Patel,FrostDrink,E-Commerce,841,16996.61,16567.11,102.6
2024,7,West,Meera Patel,ZenWater,Retail,1129,20446.19,24313.03,84.1
2024,7,West,Meera Patel,ZenWater,Wholesale,416,9684.48,9079.33,106.7
2024,7,West,Meera Patel,ZenWater,E-Commerce,944,11998.24,12369.86,97.0
2024,7,West,Meera Patel,BoostFuel,Retail,1470,22446.9,26083.49,86.1
2024,7,West,Meera Patel,BoostFuel,Wholesale,584,3720.08,3791.65,98.1
2024,7,West,Meera Patel,BoostFuel,E-Commerce,1605,17879.7,21418.67,83.5
2024,8,North,Alice Sharma,NovaBev,Retail,1527,10750.08,11119.69,96.7
2024,8,North,Alice Sharma,NovaBev,Wholesale,419,8338.1,7889.72,105.7
2024,8,North,Alice Sharma,NovaBev,E-Commerce,1143,9989.82,8605.58,116.1
2024,8,North,Alice Sharma,PureLeaf,Retail,1555,24289.1,24065.22,100.9
2024,8,North,Alice Sharma,PureLeaf,Wholesale,442,10404.68,9193.85,113.2
2024,8,North,Alice Sharma,PureLeaf,E-Commerce,1083,10006.92,10094.69,99.1
2024,8,North,Alice Sharma,FrostDrink,Retail,1082,16403.12,14291.43,114.8
2024,8,North,Alice Sharma,FrostDrink,Wholesale,758,9399.2,8174.05,115.0
2024,8,North,Alice Sharma,FrostDrink,E-Commerce,983,19306.12,19673.62,98.1
2024,8,North,Alice Sharma,ZenWater,Retail,802,7049.58,6490.25,108.6
2024,8,North,Alice Sharma,ZenWater,Wholesale,765,11926.35,12492.21,95.5
2024,8,North,Alice Sharma,ZenWater,E-Commerce,1087,7804.66,6789.65,114.9
2024,8,North,Alice Sharma,BoostFuel,Retail,709,17143.62,16077.83,106.6
2024,8,North,Alice Sharma,BoostFuel,Wholesale,308,7053.2,7618.11,92.6
2024,8,North,Alice Sharma,BoostFuel,E-Commerce,688,4348.16,3871.66,112.3
2024,8,North,Raj Mehta,NovaBev,Retail,663,15016.95,16966.22,88.5
2024,8,North,Raj Mehta,NovaBev,Wholesale,1028,13199.52,11754.46,112.3
2024,8,North,Raj Mehta,NovaBev,E-Commerce,1703,36580.44,41214.21,88.8
2024,8,North,Raj Mehta,PureLeaf,Retail,1214,11059.54,12876.52,85.9
2024,8,North,Raj Mehta,PureLeaf,Wholesale,911,16161.14,18299.93,88.3
2024,8,North,Raj Mehta,PureLeaf,E-Commerce,789,15527.52,13783.73,112.7
2024,8,North,Raj Mehta,FrostDrink,Retail,1230,28486.8,31302.64,91.0
2024,8,North,Raj Mehta,FrostDrink,Wholesale,1713,19031.43,23078.79,82.5
2024,8,North,Raj Mehta,FrostDrink,E-Commerce,688,5779.2,6487.6,89.1
2024,8,North,Raj Mehta,ZenWater,Retail,541,4733.75,5727.59,82.6
2024,8,North,Raj Mehta,ZenWater,Wholesale,490,11877.6,13260.3,89.6
2024,8,North,Raj Mehta,ZenWater,E-Commerce,1076,12567.68,11574.91,108.6
2024,8,North,Raj Mehta,BoostFuel,Retail,740,16746.2,15377.87,108.9
2024,8,North,Raj Mehta,BoostFuel,Wholesale,1757,38759.42,42154.83,91.9
2024,8,North,Raj Mehta,BoostFuel,E-Commerce,1170,19492.2,20375.64,95.7
2024,8,South,Carlos Rivera,NovaBev,Retail,706,10201.7,8855.8,115.2
2024,8,South,Carlos Rivera,NovaBev,Wholesale,235,3842.25,4788.08,80.2
2024,8,South,Carlos Rivera,NovaBev,E-Commerce,1910,18278.7,19215.64,95.1
2024,8,South,Carlos Rivera,PureLeaf,Retail,1746,13845.78,12289.02,112.7
2024,8,South,Carlos Rivera,PureLeaf,Wholesale,823,17348.84,17075.96,101.6
2024,8,South,Carlos Rivera,PureLeaf,E-Commerce,1204,23718.8,29551.66,80.3
2024,8,South,Carlos Rivera,FrostDrink,Retail,727,13282.29,12636.97,105.1
2024,8,South,Carlos Rivera,FrostDrink,Wholesale,1139,6002.53,5948.81,100.9
2024,8,South,Carlos Rivera,FrostDrink,E-Commerce,1654,19302.18,20404.96,94.6
2024,8,South,Carlos Rivera,ZenWater,Retail,1559,34516.26,41794.59,82.6
2024,8,South,Carlos Rivera,ZenWater,Wholesale,1420,20859.8,19983.17,104.4
2024,8,South,Carlos Rivera,ZenWater,E-Commerce,1263,24704.28,21203.46,116.5
2024,8,South,Carlos Rivera,BoostFuel,Retail,1040,23015.2,25633.1,89.8
2024,8,South,Carlos Rivera,BoostFuel,Wholesale,490,5948.6,5129.85,116.0
2024,8,South,Carlos Rivera,BoostFuel,E-Commerce,1382,27391.24,33946.41,80.7
2024,8,South,Priya Nair,NovaBev,Retail,936,8545.68,7568.99,112.9
2024,8,South,Priya Nair,NovaBev,Wholesale,973,17290.21,21373.83,80.9
2024,8,South,Priya Nair,NovaBev,E-Commerce,1996,35009.84,37389.34,93.6
2024,8,South,Priya Nair,PureLeaf,Retail,1120,27720.0,33276.12,83.3
2024,8,South,Priya Nair,PureLeaf,Wholesale,558,5752.98,6452.7,89.2
2024,8,South,Priya Nair,PureLeaf,E-Commerce,878,11255.96,11446.39,98.3
2024,8,South,Priya Nair,FrostDrink,Retail,765,8560.35,7417.03,115.4
2024,8,South,Priya Nair,FrostDrink,Wholesale,1265,24085.6,28509.37,84.5
2024,8,South,Priya Nair,FrostDrink,E-Commerce,451,6165.17,6362.52,96.9
2024,8,South,Priya Nair,ZenWater,Retail,1823,38009.55,36693.03,103.6
